Cleveland State University,Shachar Israel,Applied Faculty - Trombone,,https://artsandsciences.csuohio.edu/music/shachar-israel,Assistant principal trombone Cleveland Orchestra
Cleveland State University,J.C. Sherman,Applied Faculty - Trombone - Tuba and Euphonium,,https://artsandsciences.csuohio.edu/jc-sherman,Principal Tubist Firelands Symphony
